,uuid,creditCode,regNo,orgCodes,entStatus,regCap,frName,industryPhyName,esDate,opFrom,opTo,regOrgProvince,regOrg,entType,entName,dom,opScope,approvedTime,phoneNumber,email,oldName,validTime,industryLargeName,industryMiddleName,county,industryType,createTime,updateTime,isDeleted,state,city,website
72,a82e1662-d83f-11e9-80c9-fa163e3115c2,913205007141233790,320500000046593,714123379,存续（在营、开业、在册）,83432.055100万人民币,郁霞秋,租赁和商务服务业,1999-09-09,1999-09-09,,江苏省,江苏省市场监督管理局,股份有限公司(上市、自然人投资或控股),长江润发医药股份有限公司,江苏省张家港市金港镇晨丰公路,医药原料药及制剂、生化药品及化工产品（危险化学品除外）、中成药、医疗器械的研发、生产和销售；进口药品分包及销售；医疗服务、医疗投资、健康产业投资；升降移动机械、港口门座起重机、电梯配件、汽车型材及配件制造、加工、销售；自有厂房、设施设备出租；自营和代理各类商品及技术的进出口业务（国家限定企业经营或禁止进出口的商品和技术除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2018-12-20,0512-56926898,cjrf@cjrfjx.com,长江润发机械股份有限公司,长期,商务服务业,企业管理服务,张家港市,大健康,2019-09-16 13:05:53,2019-09-16 13:05:53,0,1,苏州市,www.cjrfjx.com
73,a88cff0f-d83f-11e9-80c9-fa163e3115c2,91540091785815591P,540091100002122,785815591,存续（在营、开业、在册）,42300.000000万,张勇,科学研究和技术服务业,2006-03-17,2012-05-25,,西藏自治区,拉萨经济技术开发区市场监督管理局,其他股份有限公司(上市),西藏卫信康医药股份有限公司,拉萨经济技术开发区B区园区南路5号工业中心4号楼3层,医药技术研发、技术咨询、技术服务、技术转让；药品技术的引进和推广；信息咨询、投资咨询（不含金融和经纪业务）；企业管理咨询、会议主持、展示展览服务（不含大型演出）。【依法须经批准的项目，经相关部门批准后，方可经营该项活动】,2019-02-18,15289085732,728113533@qq.com,"西藏中卫信康医药科技发展有限公司,西藏中卫康医药科技有限公司,西藏卫信康医药有限公司",长期,研究和试验发展,医学研究和试验发展,B区,大健康,2019-09-16 13:05:53,2019-09-16 13:05:53,0,1,拉萨市,http://www.wxkpharma.com/
74,a8e4076a-d83f-11e9-80c9-fa163e3115c2,91140000701108049W,140000100070635,701108049,存续（在营、开业、在册）,77000.002300万,任武贤,批发和零售业,1999-01-26,1999-01-26,,山西省,山西省市场监督管理局,其他股份有限公司(上市),亚宝药业集团股份有限公司,山西省运城市芮城县富民路43号,药品生产、药品销售：贴剂、中药提取、小容量注射剂、软膏剂、巴布膏剂、原料药、冻干粉针剂、片剂（含外用）、硬胶囊剂、软胶囊剂、颗粒剂、乳膏剂、贴膏剂、糊剂、散剂、煎膏剂（膏滋）、凝胶贴膏、精神药品、胶贴、醒脑贴、退热贴、药用辅料、中药材种植、中药饮片加工、医疗器械、卫生材料、药用包装材料、塑料制品；医疗器械生产、医疗器械销售：敷料、无纺布胶带、珠光膜胶带、胶贴；化妆品生产：日用化妆品生产、销售；兽药生产、兽药经营；饲料生产、饲料添加剂生产；食品经营：保健品、保健食品、营养食品、特殊医学用途配方食品、食品、饮料、酒；药品经营、中西药的研究与开发、医药信息咨询及技术转让服务；互联网科技创新平台：资源与知识产权交易服务；道路货物运输；城市配送服务；经营本企业生产所需的原辅材料；仪器仪表、普通机械设备及零配件、化工产品（危化品除外）的生产及销售；进出口：自营和代理各类商品和技术的进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-05-06,010-57809900,lina@yabaoyaoye.com,,长期,批发业,食品、饮料及烟草制品批发,芮城县,大健康,2019-09-16 13:05:54,2019-09-16 13:05:54,0,1,运城市,http://www.yabao.com.cn
75,a937c37a-d83f-11e9-80c9-fa163e3115c2,911100007002230889,110302000409597,700223088,开业,48416.600000万人民币,马骉,制造业,1999-05-20,1999-05-20,,北京市,北京市工商行政管理局北京经济技术开发区分局,股份有限公司(上市、自然人投资或控股),北京赛升药业股份有限公司,北京市北京经济技术开发区兴盛街8号,原料药、针剂的制造；技术开发、技术转让、技术咨询、技术服务；商业特许经营；投资、投资管理、投资咨询。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,2018-11-20,010-67877178,1033702003@qq.com,北京赛生药业有限公司,长期,医药制造业,化学药品原料药制造,,大健康,2019-09-16 13:05:54,2019-09-16 13:05:54,0,1,,http：//www.ssyy.com.cn
76,a98a1d07-d83f-11e9-80c9-fa163e3115c2,91110000102017145R,110000004222500,102017145,开业,48898.987600万人民币,王代雪,制造业,1992-09-05,2001-02-08,,北京市,北京市工商行政管理局密云分局,其他股份有限公司(上市),北京北陆药业股份有限公司,北京市密云区水源西路3号,生产、销售片剂、颗粒剂、胶囊剂、小容量注射剂、大容量注射剂、原料药（钆喷酸葡胺、碘海醇、格列美脲、瑞格列奈）；自有房屋的物业管理；出租商业用房、出租办公用房；货物进出口、技术进出口、代理进出口；以下项目限沧州分公司经营：中药前处理、中药提取。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,2018-12-11,010-62622266,yangying@beilu.com.cn,,长期,医药制造业,化学药品原料药制造,密云区,大健康,2019-09-16 13:05:55,2019-09-16 13:05:55,0,1,,www.beilu.com.cn
77,a9db6204-d83f-11e9-80c9-fa163e3115c2,91120000103069502J,120000000001527,103069502,存续（在营、开业、在册）,18245.499200万人民币,齐铁栓,制造业,1981-06-17,1981-06-17,,天津市,天津市市场和质量监督管理委员会,股份有限公司(上市),天津力生制药股份有限公司,天津市西青经济开发区赛达北一道16号,片剂、硬胶囊剂、颗粒剂、滴丸剂、原料药及塑料瓶、化工原料（危险品、易燃易爆、易制毒产品除外）生产（以上限分支机构经营）；普通货运；自有设备、自有房屋的租赁业务；经营本企业自产产品的出口业务和本企业所需的机械设备、零配件、原辅材料的进口业务（国家限定公司经营或禁止进出口的商品及技术除外）；收购农产品（以上经营范围涉及行业许可的凭许可证件，在有效期内经营，国家有专项专营规定的按规定办理）,2017-09-26,022-27364241,lisheng@lishengpharma.com,,长期,医药制造业,化学药品原料药制造,西青区,大健康,2019-09-16 13:05:56,2019-09-16 13:05:56,0,1,天津市,www.lishengpharma.com
78,6b63d4f2-d840-11e9-80c9-fa163e3115c2,915422007543753944,540000200018477,754375394,存续（在营、开业、在册）,36400.000000万,陶灵萍,批发和零售业,2003-12-24,2003-12-24,2023-12-23,西藏自治区,山南市市场监督管理局,其他股份有限公司(上市),灵康药业集团股份有限公司,山南市泽当镇乃东路68号乃东县商住楼第二幢一层,中成药、化学药制剂、抗生素制剂的批发；对医药行业的投资及管理；药品、保健品、医疗设备技术的研发（不得从事具体经营）。[依法须经批准的项目，经相关部门批准后方可经营该项目],2019-03-27,0893-7830888,x3621@163.com,西藏灵康药业集团股份有限公司,2023-12-23,零售业,综合零售,乃东县,大健康,2019-09-16 13:11:20,2019-09-16 13:11:20,0,1,山南地区,www.lingkang.com.cn
79,6bbb9d5a-d840-11e9-80c9-fa163e3115c2,914306007121062680,430000000002121,712106268,存续（在营、开业、在册）,87977.435100万人民币,叶湘武,租赁和商务服务业,1998-12-18,1998-12-18,,湖南省,岳阳市市场监督管理局,其他股份有限公司(上市),湖南景峰医药股份有限公司,湖南省平江县天岳开发区天岳大道48号,以自有资产进行医药、医疗项目投资；生物制药技术项目的研发与投资；商品进出口贸易；企业管理咨询、医疗医药研发技术咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2016-07-26,0731-88913276,ir@jfzhiyao.com,湖南天一科技股份有限公司,长期,商务服务业,企业管理服务,平江县,大健康,2019-09-16 13:11:21,2019-09-16 13:11:21,0,1,岳阳市,www.jfzhiyao.com
80,6c0af3fa-d840-11e9-80c9-fa163e3115c2,915000006219193432,500000000000944,621919343,存续(在营、开业、在册),81224.120500万,邱宇,制造业,1999-09-06,1999-09-06,,重庆市,重庆市工商行政管理局,股份有限公司(上市公司),重庆莱美药业股份有限公司,重庆市南岸区玉马路99号,生产、销售（限本企业自产）粉针剂、片剂、大容量注射剂、小容量注射剂（含抗肿瘤药）、冻干粉针剂（含抗肿瘤药、含激素类）、胶囊剂。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2016-07-07,02362451122,cqlm@cqlummy.com,,长期,医药制造业,化学药品原料药制造,南岸区,大健康,2019-09-16 13:11:21,2019-09-16 13:11:21,0,1,重庆市,www.cqlummy.com
81,6c58300f-d840-11e9-80c9-fa163e3115c2,913201922497944756,320192000001028,249794475,存续（在营、开业、在册）,50400.000000万人民币,梁玉堂,批发和零售业,1998-09-08,2002-01-22,,江苏省,南京市市场监督管理局经济技术开发区分局,股份有限公司(上市),金陵药业股份有限公司,南京经济技术开发区新港大道58号,中西药原料和制剂、生化制品、医疗器械销售、保健食品、化妆品、医药包装装潢印刷制品、天然饮料生产、销售（限分支机构经营）。新产品研制、技术服务及开发；医疗信息服务；经营本企业自产产品及技术的出口业务；经营本企业生产、科研所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务（国家限定公司经营和国家禁止进出口的商品及技术除外）；经营进料加工和“三来一补”业务；道路货物运输。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-04-04,025-83118510,jlyy919@163.com,,长期,批发业,医药及医疗器材批发,,大健康,2019-09-16 13:11:22,2019-09-16 13:11:22,0,1,,www.jlyy000919.com
82,6cadf72d-d840-11e9-80c9-fa163e3115c2,91320500134792998F,320000000009770,134792998,存续（在营、开业、在册）,71238.883200万人民币,王小刚,制造业,1994-06-28,1994-06-28,,江苏省,苏州市行政审批局,股份有限公司(上市),江苏吴中实业股份有限公司,苏州市吴中区东方大道988号,输液剂、注射剂、冻干针剂、片剂、硬胶囊剂、栓剂制造、原料药、销售（限指定的分支机构领取许可证后经营）；房地产开发、经营，房屋租赁；服装，工艺美术品[金银制品除外]、不锈钢制品、照相器材、皮革及制品、箱包的制造、销售，国内贸易（国家有专项规定的办理许可证后经营）。本企业自产的服装、绣什品、床上用品、工艺美术品、箱包、皮革及制品、不锈钢制品、药品、原料药出口业务，本企业生产、科研所需的原辅材料、机械设备、仪器仪表、零配件进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-08-02,0512-66981888,jswz@600200.com,,长期,纺织服装、服饰业,机织服装制造,吴中区,大健康,2019-09-16 13:11:22,2019-09-16 13:11:22,0,1,苏州市,www.600200.com
83,6d029395-d840-11e9-80c9-fa163e3115c2,91230100607168790X,230100400002133,607168790,存续（在营、开业、在册）,31660.005000万人民币,秦剑飞,制造业,1996-06-21,1996-06-21,,黑龙江省,哈尔滨市市场监督管理局,股份有限公司(上市、自然人投资或控股),哈尔滨三联药业股份有限公司,哈尔滨市利民开发区北京路,药品生产（按药品生产许可证核定范围，药品生产许可证有效期至2020年12月31日）；生产五层共挤输液用袋、三层共挤输液用袋、直立式聚丙烯输液袋、聚丙烯输液瓶、聚丙烯安瓿、聚乙烯安瓿、塑料组合盖、塑料接口、医疗器械（含微生物培养基）、消毒剂、消毒器械、卫生用品、化妆品；食品生产，食品经营；药品技术开发，技术检测服务；生物技术研究、开发；房屋租赁。,2019-05-22,0451-57355696,medisan1996@medisan.cn,,长期,医药制造业,化学药品原料药制造,,大健康,2019-09-16 13:11:23,2019-09-16 13:11:23,0,1,哈尔滨市,http://www.median.com.cn/
84,6d6045e7-d840-11e9-80c9-fa163e3115c2,913201927453675877,320192000004405,745367587,存续（在营、开业、在册）,12000.000000万人民币,曹于平,制造业,2003-01-15,2003-01-15,,江苏省,南京市市场监督管理局经济技术开发区分局,股份有限公司(上市、自然人投资或控股),南京海辰药业股份有限公司,南京经济技术开发区恒发路1号,"药品生产(按许可证所列范围经营)。开发医药产品；开发、生产植物提取物；销售自产产品；药品及原料的进出口贸易（涉及国家有关规定的，按规定执行）。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",2019-09-04,025-83241383,hicin@hicin.com.cn,,长期,医药制造业,化学药品制剂制造,,大健康,2019-09-16 13:11:24,2019-09-16 13:11:24,0,1,,www.hicin.cn
85,6daf71d0-d840-11e9-80c9-fa163e3115c2,91440400192520640G,440400000016680,192520640,在营（开业）企业,12361.300000万,刘杰,制造业,1999-12-30,1999-12-30,,广东省,珠海市工商行政管理局,股份有限公司(上市、自然人投资或控股),珠海润都制药股份有限公司,珠海市金湾区三灶镇机场北路6号,"研发、生产、销售原料药（具体品种详见药品生产许可证）、小容量注射剂、片剂、硬胶囊剂、制剂中间体（微丸）,药用辅料（有效期至2020年12月31日）,医药中间体（不含危险品）。",2019-05-29,,,,长期,医药制造业,化学药品原料药制造,金湾区,大健康,2019-09-16 13:11:24,2019-09-16 13:11:24,0,1,珠海市,www.rdpharma.cn
86,5e007125-4bbd-11e9-a8b1-fa163e5275a2,91510100762295001Q,510122000083030,762295001,存续（在营、开业、在册）,40174.387200万人民币,蒯一希,科学研究和技术服务业,2004-07-15,2004-07-15,3999-01-01,四川省,成都市市场监督管理局,股份有限公司(上市、自然人投资或控股),四川金石东方新材料设备股份有限公司,成都市双流县九江镇万家社区,研发、生产、销售塑料复合管材、管件及设备，真空镀膜设备及其应用技术开发，工业机械，管件模具，施工机具；特种设备的生产、安装、改造、维修；经营本企业自产产品及技术的进出口业务和本企业所需的机械设备、零配件、原辅材料的进出口业务（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,2019-01-02,028-87086858,852740449@qq.com,四川金石东方新材料设备有限公司,长期,专业技术服务业,其他专业技术服务业,双流县,大健康,2019-03-21 17:40:31,2019-03-21 17:40:31,0,0,成都市,http://www.goldstone-group.com/
87,6e1fa0eb-d840-11e9-80c9-fa163e3115c2,91430100722520761D,430181000023195,722520761,存续（在营、开业、在册）,23468.000000万人民币,朱志宏,批发和零售业,2001-01-19,2001-01-19,,湖南省,长沙市市场监督管理局,股份有限公司(上市、自然人投资或控股),湖南九典制药股份有限公司,长沙市浏阳经济技术开发区健康大道1号,药品、二类医疗器械、消毒剂、化工产品、卫生用品、化妆品、保健品、保健食品、食品、特殊医学用途配方食品、特殊膳食食品、一类医疗器械、中医药、生物制品、植物提取物的研发；化学药品制剂、化学药品原料药、生物药品、消毒剂、卫生材料及医药用品、化工产品、食品添加剂、固体饮料的制造；药用辅料、一类医疗器械、二类医疗器械、中药提取物、中成药、生物制品、卫生用品、化妆品、特殊医学用途配方食品、特殊膳食食品、保健食品的生产；药品、医药原料、生物制品、一类医疗器械、二类医疗器械、消毒剂、植物提取物、医药辅料、保健品、化妆品及卫生用品、保健食品、食品、预包装食品、散装食品、特殊医学用途配方食品、特殊膳食食品、食品添加剂、化工产品的销售；中成药、中药饮片的批发；医疗用品及器材的零售；生物技术开发服务、咨询、交流服务、转让服务；中药饮片加工；药用辅料的技术研发、咨询、技术转让；医学研究和试验发展；科技文献服务；科技信息咨询服务；化学工程研究服务；机械设备租赁；房屋租赁；场地租赁；自营和代理各类商品及技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2018-05-25,0731-88220220,yly@jiudianph.com,湖南九典制药有限公司,长期,批发业,医药及医疗器材批发,浏阳市,大健康,2019-09-16 13:11:25,2019-09-16 13:11:25,0,1,长沙市,http://www.hnjiudian.com
88,6e7d1710-d840-11e9-80c9-fa163e3115c2,91220501244584110P,220503000000331,244584110,存续（在营、开业、在册）,66601.467400万人民币,孙军,租赁和商务服务业,2000-01-27,2000-01-27,2063-01-27,吉林省,梅河口市市场监督管理局,其他股份有限公司(上市),吉药控股集团股份有限公司,通化市二道江区铁厂镇,控股公司服务；实业投资控股、投资信息咨询（不得从事集资、贷款、理财、吸储等业务）；医药企业受托管理及资产重组；医药技术信息咨询、医药科技成果转让；物流服务；社会经济信息咨询（不含金融、证券、期货投资管理咨询及中介）；企业管理信息咨询；会议服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-08-26,0435-6096999,shuanglong@thslhg.com,"吉药控股股份有限公司,通化双龙化工股份有限公司",2063-01-27,商务服务业,企业管理服务,二道江区,大健康,2019-09-16 13:11:25,2019-09-16 13:11:25,0,1,通化市,http://www.thslhg.com/
89,16b88c2a-4bc8-11e9-a8b1-fa163e5275a2,91330600146342118G,330683000017575,146342118,存续,9000.000000万人民币,方南平,制造业,2001-12-30,2001-12-30,9999-09-09,浙江省,浙江省工商行政管理局,其他股份有限公司(上市),浙江昂利康制药股份有限公司,嵊州市嵊州大道北1000号,生产、销售：片剂（含头孢菌素类）、硬胶囊剂（含头孢菌素类）、颗粒剂（头孢菌素类）、冻干粉针剂（青霉素类）、原料药（谷维素、糠甾醇、多索茶碱、头孢拉定、托西酸舒他西林、盐酸班布特罗、维生素E烟酸酯、左氧氟沙星、头孢氨苄、头孢羟氨苄、碘海醇、头孢泊肟酯、替米沙坦、甘草酸二铵、氨甲环酸、苯磺酸左旋氨氯地平、头孢克洛、头孢克肟、头孢呋辛钠、硫酸头孢匹罗、西沙必利、兰索拉唑、尼扎替丁、精氨酸、头孢拉定/L-精氨酸、酮亮氨酸钙、消旋酮异亮氨酸钙、酮苯丙氨酸钙、消旋羟蛋氨酸钙、酮缬氨酸钙）；销售：四甲基胍盐酸盐水溶液、氢氧化纳水溶液；回收特戊酸（水溶液）、回收氨水、回收硫酸铵、回收硫酸铵-氯化铵、回收氯化钠、回收氯化钠-氯化钾；技术开发、技术咨询、技术转让；销售：化工原料（不含危险化学品）；货物进出口。,2018-12-21,83123228,mail@alkpharm.com,"嵊州市昂利康制药有限公司,浙江昂利康制药有限公司",长期,医药制造业,化学药品原料药制造,嵊州市,大健康,2019-03-21 18:57:16,2019-03-21 18:57:16,0,0,绍兴市,http://www.alkpharm.com
90,6f07123c-d840-11e9-80c9-fa163e3115c2,913303007303249630,330322000001788,730324963,存续,11928.000000万人民币,颜贻意,制造业,2001-06-22,2001-06-22,2031-06-21,浙江省,浙江省市场监督管理局,股份有限公司(上市、自然人投资或控股),浙江诚意药业股份有限公司,温州市洞头区化工路118号,硬胶囊剂、小容量注射剂、片剂、颗粒剂、原料药（利巴韦林、硫唑嘌呤、巯嘌呤、阿昔洛韦、克林霉素磷酸酯、维生素K1、维生素K4、亚硫酸氢钠钾萘醌、维生素B4、天麻素、诺氟沙星、托拉塞米、乙酰半胱氨酸、盐酸氨基葡萄糖）生产（在《药品生产许可证》有效期内经营）；医药中间体（不含危险化学品、监控化学品及易制毒品）生产、销售；货物进出口、技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-06-04,0577-63489509,shelley@chengyipharma,浙江诚意药业有限公司,2031-06-21,医药制造业,化学药品制剂制造,洞头区,大健康,2019-09-16 13:11:26,2019-09-16 13:11:26,0,1,温州市,http://www.zjcyyy.com/
91,6f62f4dd-d840-11e9-80c9-fa163e3115c2,91330000146644116H,330400000013719,146644116,存续,32259.249900万人民币,陈德康,制造业,2000-07-17,2000-07-17,,浙江省,浙江省市场监督管理局,股份有限公司(上市、自然人投资或控股),浙江莎普爱思药业股份有限公司,浙江省平湖市经济开发区新明路1588号,滴眼剂、大容量注射剂、口服溶液剂、片剂（含头孢菌素类）、硬胶囊剂（含头孢菌素类）、栓剂、颗粒剂（含头孢菌素类）、原料药、冲洗剂、合剂的生产（凭许可证经营），胶囊剂、片剂、颗粒剂类保健食品生产（凭许可证经营），包装装潢、其他印刷品印刷（限浙江莎普爱思药业股份有限公司印刷部经营），从事各类商品及技术的进出口业务，化妆品、日用百货的销售，医疗器械的生产、销售（涉及许可的凭许可证经营），消毒产品的生产（凭许可证经营），消毒产品的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-06-06,0573-85013183,zjspas@zjspas.com,,长期,医药制造业,化学药品制剂制造,平湖市,大健康,2019-09-16 13:11:27,2019-09-16 13:11:27,0,1,嘉兴市,http://www.zjspas.com
92,7167121c-d850-11e9-80c9-fa163e3115c2,916100002941964072,610000100022703,294196407,开业,37327.028500万,吴一坚,批发和零售业,1996-02-14,1996-02-14,,陕西省,陕西省市场监督管理局,股份有限公司(上市),金花企业（集团）股份有限公司,陕西省西安市高新区科技四路202号,金属材料（专控除外）、化工材料(易制毒、监控、危险化学品除外)、化学仪器、电子产品、机械水暖材料、汽车配件、日用百货、办公用品、工艺品、绝缘材料、家具、玻璃陶瓷、计算机、服装针织、装饰材料、园艺产品、玩具、灶具、空气调节设备的批发和零售；与本企业生产经营相关的服务业（许可经营项目除外）；房屋租赁；珠宝加工及批发、零售；本企业生产的药品、机电产品的出口；本企业生产、科研所需的原辅材料、机械设备、仪器仪表及零配件的进口业务（国家限制或禁止公司经营的商品和技术除外）。以下经营范围限分支机构持许可证在有效期内经营：药品、纯净水的生产、加工、销售；化工原料的生产、销售（易制毒、危险、监控化学品除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-05-20,029-88336635,irm@ginwa.com.cn,,长期,零售业,货摊、无店铺及其他零售业,,大健康,2019-09-16 15:06:02,2019-09-16 15:06:02,0,1,西安市,www.ginwa.com.cn
93,7005e01c-d840-11e9-80c9-fa163e3115c2,91460000708873536T,460000000017507,708873536,存续（在营、开业、在册）,45000.000000万,洪江游,制造业,1994-01-20,1994-01-20,,海南省,海南省市场监督管理局,其他股份有限公司(上市),康芝药业股份有限公司,海南省海口国家高新技术产业开发区药谷工业园药谷三路6号,生产销售粉针剂（头孢菌素类）、冻干粉针剂、片剂、胶囊剂、颗粒剂、干混悬剂、散剂；生产加工康芝牌橘红含片、康芝牌春天胶囊；产品研究开发及技术服务；生产退热贴，医疗器械（I类）的销售；医药信息咨询服务。,2017-11-13,68661669,gaocy@honz.com.cn,海南康芝药业股份有限公司,长期,医药制造业,化学药品制剂制造,,大健康,2019-09-16 13:11:28,2019-09-16 13:11:28,0,1,海口市,www.honz.com.cn
94,7057f807-d840-11e9-80c9-fa163e3115c2,91440400737568573N,440400000086623,737568573,在营（开业）企业,16000.000000万,蔡南桂,批发和零售业,2002-04-03,2002-04-03,,广东省,珠海市工商行政管理局,股份有限公司(上市、自然人投资或控股),珠海赛隆药业股份有限公司,珠海市吉大海滨南路47号光大国际贸易中心二层西侧,???????????????????????????????????????????????????????????????药品、食品、营养食品、保健食品、保健品、医疗机械的研发、生产和技术服务；中成药、化学原料药、化学药制剂、抗生素原料药、抗生素制剂、生化药品的批发；预包装食品、食品、保健品、保健食品的销售；化工产品及原料（不含化学危险品）的批发，企业策划；咨询与调查；房屋、机械设备的租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,2017-11-23,,,珠海赛隆药业有限公司,长期,批发业,医药及医疗器材批发,,大健康,2019-09-16 13:11:29,2019-09-16 13:11:29,0,1,珠海市,
95,70b1abf5-d840-11e9-80c9-fa163e3115c2,915400917835344626,540000800000113,783534462,存续（在营、开业、在册）,18972.000000万,高帆,批发和零售业,2007-12-29,2007-12-29,,西藏自治区,拉萨经济技术开发区市场监督管理局,其他股份有限公司(上市),西藏易明西雅医药科技股份有限公司,拉萨经济技术开发区林琼岗路6号,销售中药材、中药饮片、中成药、化学药制剂、抗生素制剂、化学原料药（仅限西藏易明西雅医药科技股份有限公司拥有股权或合作开发的产品）、抗生素原料药（仅限用于西藏易明西雅医药科技股份有限公司拥有股权或合作开发及子公司生产使用）（药品经营许可证有限期至2024年02月14日）；批发Ⅲ类；注射穿刺器械；医用核磁共振设备；医用高能射线设备；介入器材；Ⅱ类、Ⅲ类；手术器械；医用电子仪器设备、医用光学器具、仪器及内窥镜设备（除角膜接触镜）、医用超声仪器及有关设备、医用激光仪器设备、医用高频仪器设备、物理治疗及康复设备、医用X射线设备、医用核素设备、临床检验分析仪器、体外循环及血液处理设备、植入材料、手术室、急救室、诊疗室设备及器具医用冷疗、低温、冷藏设备及器具，口腔科材料，医用卫生材料及敷料，医用缝合材料及粘合剂，医用高分子材料及制品。Ⅱ类：医用X射线附属设备及部件，中医器械，医用化验和基础设备器具，口腔科设备及器具，病房护理设备及器具，消毒和灭菌设备及器具（医疗器械经营企业许可证有效期至2024年4月11日）；药材研发及技术成果转让；营销策划；市场调研、推广、开发；健康咨询；房屋租赁；食品的生产、加工及销售；冬虫夏草的收购、加工及销售；土特产品的收购、加工及销售；中药材、藏药材种植。【依法须经批准的项目，经相关部门批准后方可经营该项目】,2019-06-25,0891-6862369,ymky@ymky.com,西藏易明西雅生物医药科技有限公司,长期,零售业,医药及医疗器材专门零售,,大健康,2019-09-16 13:11:29,2019-09-16 13:11:29,0,1,拉萨市,www.emyy.cn
96,7101178e-d840-11e9-80c9-fa163e3115c2,91321000714094280W,320000000006964,714094280,存续（在营、开业、在册）,28545.627000万人民币,夏春来,制造业,2000-02-22,2000-02-22,,江苏省,江苏省扬州工商行政管理局,股份有限公司(上市),江苏联环药业股份有限公司,扬州市文峰路21号,"药品生产（按许可证所列范围生产）。自营和代理各类商品及技术的进出口业务。药品相关技术的授权使用、成果转让、服务咨询。（依法须经批准的项目,经相关部门批准后方可开展经营活动）",2018-08-30,0514-87829701,lh@lhpharma.com,,长期,医药制造业,化学药品原料药制造,,大健康,2019-09-16 13:11:30,2019-09-16 13:11:30,0,1,扬州市,http://www.lhpharma.com/
97,714f6a6c-d840-11e9-80c9-fa163e3115c2,9146000072122491XG,460000400004559,72122491X,存续（在营、开业、在册）,40500.000000万人民币,王成栋,制造业,2000-05-22,2000-05-22,,海南省,海南省市场监督管理局,股份有限公司(中外合资、上市),海南双成药业股份有限公司,海口市秀英区兴国路16号,注射剂、胶囊剂、片剂、颗粒剂、原料药的研究、开发、生产、销售；化工产品(专营除外）、普通机械设备的生产销售；药品研发项目的咨询和转让；自有房屋租赁；转让、出租自有专利、非专利技术及商标。,2016-11-21,68635601,356746996@qq.com,,长期,医药制造业,化学药品制剂制造,秀英区,大健康,2019-09-16 13:11:30,2019-09-16 13:11:30,0,1,海口市,http://www.shuangchengmed.com/
98,71b0167e-d840-11e9-80c9-fa163e3115c2,91140200770127753X,140200400002021,770127753,存续（在营、开业、在册）,20830.800000万人民币,赵群,制造业,2005-03-23,2005-03-23,2035-03-23,山西省,大同市市场监督管理局,股份有限公司(上市、自然人投资或控股),山西仟源医药集团股份有限公司,大同市经济技术开发区湖滨大街53号,生产销售原料药、粉针剂（含青霉素类、头孢菌素类）、片剂（含青霉素类、头孢菌素类）、硬胶囊剂（含青霉素类、头孢菌素类）、颗粒剂（含青霉素类）、散剂、栓剂、精神药品（地西泮片、艾斯唑仑片、硝西泮片、地西泮注射液）（凭有效许可证经营）***生产销售精细化工原料（不含危险化学品、爆炸品）（国家禁止经营专项审批的除外）***,2016-09-21,18636278687,zhanghua@cy-pharm.com,山西仟源制药股份有限公司,2035-03-23,医药制造业,卫生材料及医药用品制造,,大健康,2019-09-16 13:11:31,2019-09-16 13:11:31,0,1,大同市,www.cy-pharm.com
99,721cbfd7-d840-11e9-80c9-fa163e3115c2,91340100723323559X,340100400003589,723323559,存续（在营、开业、在册）,40387.348000万,陶悦群,制造业,2000-10-26,2000-10-26,,安徽省,合肥市高新开发区市场监督管理局,其他股份有限公司(上市),欧普康视科技股份有限公司,合肥市高新区望江西路4899号,三类医用光电仪器类、医用检验类、人工脏器类、二类医用装备类，角膜塑形镜，三类植入体内或长期接触体内的眼科光学器具生产销售，消毒产品、护理产品及眼镜的生产及销售，验光及配镜服务，眼部健康咨询服务，镜片护理及维修；预包装食品与保健食品的销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,2019-05-23,0551-62952201,autekchina@126.com,,长期,医药制造业,卫生材料及医药用品制造,,大健康,2019-09-16 13:11:32,2019-09-16 13:11:32,0,1,合肥市,http：//www.orthok.cn
